task_id,course_id,course_code,title,task_type,importance,required,graded,due,available,source_surfaces,module_titles,hrefs,confidence
MTH-252-module-9-learning-materials-and-practice-activities-3-5-hours,2080857,MTH-252,Module 9 — Learning Materials and Practice Activities 🕓 3 - 5 hours,page,optional,no,no,,,modules,Module 9: Applications of Integration - Real-World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982632,0.75
MTH-252-dr-g-s-lecture-notes-sects-2-5-1-2-5-2-3-7,2080857,MTH-252,"Dr. G's Lecture Notes--> Sects. 2.5-1, 2.5-2, 3.7",lecture_video,prerequisite,yes,no,,,modules,Module 10: Applications of Integration - Real World|Module 9: Applications of Integration - Real-World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982633|https://canvas.oregonstate.edu/courses/2080857/modules/items/26982644,0.75
MTH-252-dr-g-s-videos-2-5,2080857,MTH-252,Dr. G's Videos --> 2.5,lecture_video,prerequisite,yes,no,,,modules,Module 9: Applications of Integration - Real-World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982634,0.75
MTH-252-rq-2-5,2080857,MTH-252,RQ-2.5,quiz,required_graded,yes,yes,Aug 24 by 11:59pm,,grades|modules,Module 9: Applications of Integration - Real-World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982635|https://canvas.oregonstate.edu/courses/2080857/assignments/10586014/submissions/6660414,0.88
MTH-252-module-9-written-homework-whw-9-3-hours,2080857,MTH-252,Module 9 — Written Homework (WHW 9) 🕓 3 hours,assignment,required_graded,yes,yes,Aug 24 by 11:59pm,,grades|modules,Module 9: Applications of Integration - Real-World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982636|https://canvas.oregonstate.edu/courses/2080857/assignments/10586062/submissions/6660414,0.88
MTH-252-module-9-discussion-reflection-final-and-exam-prep-0-5-hour,2080857,MTH-252,Module 9 — Discussion Reflection: Final and Exam Prep 🕓 0.5 hour,exam,required_graded,yes,yes,Aug 29 by 11:59pm,,grades|modules,Module 9: Applications of Integration - Real-World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982637|https://canvas.oregonstate.edu/courses/2080857/assignments/10586015/submissions/6660414,0.88
MTH-252-achieve-2-5-1-physical-applications,2080857,MTH-252,Achieve - 2.5 - 1 Physical Applications,assignment,required_graded,yes,yes,Aug 24 by 11:59pm,,grades|modules,Module 9: Applications of Integration - Real-World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982638|https://canvas.oregonstate.edu/courses/2080857/assignments/10586034/submissions/6660414,0.88
MTH-252-achieve-2-5-2-physical-applications,2080857,MTH-252,Achieve - 2.5 - 2 Physical Applications,assignment,required_graded,yes,yes,Aug 24 by 11:59pm,,grades|modules,Module 9: Applications of Integration - Real-World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982639|https://canvas.oregonstate.edu/courses/2080857/assignments/10586036/submissions/6660414,0.88
MTH-252-mini-exam-retake-sign-up,2080857,MTH-252,Mini-Exam Retake Sign Up,quiz,required_graded,yes,yes,,,modules,Module 10: Applications of Integration - Real World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982640,0.75
MTH-252-module-10-overview,2080857,MTH-252,Module 10 - Overview,reference,useful_reference,unknown,no,,,modules,Module 10: Applications of Integration - Real World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982641,0.75
MTH-252-module-10-learning-materials-and-practice-activities-3-5-hours,2080857,MTH-252,Module 10 — Learning Materials and Practice Activities 🕓 3 - 5 hours,page,optional,no,no,,,modules,Module 10: Applications of Integration - Real World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982643,0.75
MTH-252-dr-g-s-videos-3-7,2080857,MTH-252,Dr G's Videos --> 3.7,lecture_video,prerequisite,yes,no,,,modules,Module 10: Applications of Integration - Real World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982645,0.75
MTH-252-rq-3-7,2080857,MTH-252,RQ-3.7,quiz,required_graded,yes,yes,Aug 31 by 11:59pm,,grades|modules,Module 10: Applications of Integration - Real World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982646|https://canvas.oregonstate.edu/courses/2080857/assignments/10586004/submissions/6660414,0.88
MTH-252-reflection-3,2080857,MTH-252,Reflection 3,assignment,required_graded,yes,yes,Aug 31 by 11:59pm,,grades|modules,Module 10: Applications of Integration - Real World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982647|https://canvas.oregonstate.edu/courses/2080857/assignments/10586064/submissions/6660414,0.88
MTH-252-achieve-3-7-improper-integrals,2080857,MTH-252,Achieve - 3.7 Improper Integrals,assignment,required_graded,yes,yes,Aug 31 by 11:59pm,,grades|modules,Module 10: Applications of Integration - Real World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982648|https://canvas.oregonstate.edu/courses/2080857/assignments/10586041/submissions/6660414,0.88
MTH-252-module-10-written-homework-whw-10-3-hours,2080857,MTH-252,Module 10 — Written Homework (WHW 10) 🕓 3 hours,assignment,required_graded,yes,yes,Aug 31 by 11:59pm,,grades|modules,Module 10: Applications of Integration - Real World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982649|https://canvas.oregonstate.edu/courses/2080857/assignments/10586054/submissions/6660414,0.88
MTH-252-retake-only-one-retake-submission-is-permitted-1,2080857,MTH-252,Retake - Only ONE retake submission is permitted. 1,unknown,required_ungraded_blocker,yes,no,,,modules,Final Exam: Available Monday - Wednesday of week 11,,0.75
MTH-252-final-mini-exam-5-monday-to-wednesday,2080857,MTH-252,Final Mini-Exam 5 --> Monday to Wednesday,exam,required_graded,yes,yes,Sep 2 by 11:59pm,,grades|modules,Final Exam: Available Monday - Wednesday of week 11,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982652|https://canvas.oregonstate.edu/courses/2080857/assignments/10586043/submissions/6660414,0.88
MTH-252-mini-exam-1-retake,2080857,MTH-252,Mini-Exam 1 - Retake,exam,required_graded,yes,yes,Sep 2 by 11:59pm,,grades|modules,Final Exam: Available Monday - Wednesday of week 11,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982653|https://canvas.oregonstate.edu/courses/2080857/assignments/10586046/submissions/6660414,0.88
MTH-252-mini-exam-2-retake,2080857,MTH-252,Mini-Exam 2 - Retake,exam,required_graded,yes,yes,Sep 2 by 11:59pm,,grades|modules,Final Exam: Available Monday - Wednesday of week 11,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982654|https://canvas.oregonstate.edu/courses/2080857/assignments/10586047/submissions/6660414,0.88
MTH-252-mini-exam-3-retake,2080857,MTH-252,Mini-Exam 3 - Retake,exam,required_graded,yes,yes,Sep 2 by 11:59pm,,grades|modules,Final Exam: Available Monday - Wednesday of week 11,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982655|https://canvas.oregonstate.edu/courses/2080857/assignments/10586049/submissions/6660414,0.88
MTH-252-mini-exam-4-retake,2080857,MTH-252,Mini-Exam 4 - Retake,exam,required_graded,yes,yes,Sep 2 by 11:59pm,,grades|modules,Final Exam: Available Monday - Wednesday of week 11,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982656|https://canvas.oregonstate.edu/courses/2080857/assignments/10586051/submissions/6660414,0.88
MTH-252-what-is-calculus-links-to-an-external-site,2080857,MTH-252,What is Calculus? Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,Intro to Calculus,https://youtu.be/tXnYk5zLPTI,0.75
MTH-252-upper-lower-left-and-right-sums-links-to-an-external-site,2080857,MTH-252,"Upper, Lower, Left, and Right Sums Links to an external site.",external,required_ungraded_blocker,yes,no,,,modules,1.1 Approximating Area Under the Curve,https://youtu.be/bVYrCrG0ggo,0.75
MTH-252-area-under-curve-rectangles-links-to-an-external-site,2080857,MTH-252,Area under curve: Rectangles Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.1 Approximating Area Under the Curve,https://youtu.be/eHbHQ2wqZvc,0.75
MTH-252-application-area-under-curve-distance-links-to-an-external-site,2080857,MTH-252,Application: Area under curve: Distance Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.1 Approximating Area Under the Curve,https://youtu.be/DZZd1qo1n2A,0.75
MTH-252-area-under-curve-more-rectangles-links-to-an-external-site,2080857,MTH-252,"Area under curve, more rectangles Links to an external site.",external,required_ungraded_blocker,yes,no,,,modules,1.1 Approximating Area Under the Curve,https://youtu.be/B8WYjWiw5YM,0.75
MTH-252-application-area-under-the-graph-table-links-to-an-external-site,2080857,MTH-252,"Application: Area under the graph, table Links to an external site.",external,required_ungraded_blocker,yes,no,,,modules,1.1 Approximating Area Under the Curve,https://youtu.be/_lNM3EZhByw,0.75
MTH-252-area-under-curve-left-sum-links-to-an-external-site,2080857,MTH-252,Area under curve: Left Sum Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.1 Approximating Area Under the Curve,https://youtu.be/v9WTXqKgg7I,0.75
MTH-252-area-under-curve-right-sum-links-to-an-external-site,2080857,MTH-252,Area under curve: Right Sum Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.1 Approximating Area Under the Curve,https://youtu.be/BvwyTXeuLS0,0.75
MTH-252-midpoint-rule-1-links-to-an-external-site,2080857,MTH-252,Midpoint rule 1 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.1 Approximating Area Under the Curve,https://youtu.be/GIiRh4V9GvI,0.75
MTH-252-midpoint-rule-2-links-to-an-external-site,2080857,MTH-252,Midpoint rule 2 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.1 Approximating Area Under the Curve,https://youtu.be/LmVPqLOPsqc,0.75
MTH-252-midpoint-rule-with-table-links-to-an-external-site,2080857,MTH-252,Midpoint rule with table Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.1 Approximating Area Under the Curve,https://youtu.be/5FYkXyyTnUE,0.75
MTH-252-riemann-sums-right-sum-links-to-an-external-site,2080857,MTH-252,Riemann sums: Right Sum Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.2 Definite Integrals,https://youtu.be/PjiB_-cVly0,0.75
MTH-252-intro-definite-integral-links-to-an-external-site,2080857,MTH-252,Intro: Definite Integral Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.2 Definite Integrals,https://youtu.be/VDOBMZRWxmw,0.75
MTH-252-definite-integral-using-geometry-links-to-an-external-site,2080857,MTH-252,Definite integral: Using geometry Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.2 Definite Integrals,https://youtu.be/jTjrLTEQEws,0.75
MTH-252-definite-integral-setting-up-the-integral-links-to-an-external-site,2080857,MTH-252,Definite integral: Setting up the integral Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.2 Definite Integrals,https://youtu.be/6pQUsnRKxSg,0.75
MTH-252-convert-riemann-sum-to-integrals-links-to-an-external-site,2080857,MTH-252,Convert Riemann sum to integrals Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.2 Definite Integrals,https://youtu.be/FZKRsD9FqU4,0.75
MTH-252-definite-integral-properties-continued-links-to-an-external-site,2080857,MTH-252,Definite integral: Properties continued Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.2 Definite Integrals,https://youtu.be/UgUKjUAkwN8,0.75
MTH-252-definite-integrals-properties-links-to-an-external-site,2080857,MTH-252,Definite integrals: Properties Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.2 Definite Integrals,https://youtu.be/ycOZVVVXHvM,0.75
MTH-252-definite-integral-intro-and-application-links-to-an-external-site,2080857,MTH-252,Definite integral: Intro and application Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.2 Definite Integrals,https://youtu.be/HnZTll3OmIc,0.75
MTH-252-definite-integral-function-plus-constant-links-to-an-external-site,2080857,MTH-252,Definite integral: Function plus constant Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.2 Definite Integrals,https://youtu.be/kmnvYAS409s,0.75
MTH-252-definite-integral-constant-function-links-to-an-external-site,2080857,MTH-252,Definite integral: Constant*function Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.2 Definite Integrals,https://youtu.be/csjUDj6HMpc,0.75
MTH-252-definite-integral-trig-links-to-an-external-site,2080857,MTH-252,Definite integral: Trig Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.2 Definite Integrals,https://youtu.be/itmNYsvNiHs,0.75
MTH-252-fundamental-theorem-of-calc-ftoc-area-function-links-to-an-external-site,2080857,MTH-252,Fundamental Theorem of Calc (FToC): Area function Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,https://youtu.be/jyRdHbHeUuU,0.75
MTH-252-area-accumulation-graph-analysis-openstax-specific-links-to-an-external-site,2080857,MTH-252,Area Accumulation Graph Analysis (OpenStax Specific) Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,https://youtu.be/yjJ1JIvX7t4,0.75
MTH-252-fundamental-theorem-of-calc-ftoc-definite-integrals-links-to-an-external-site,2080857,MTH-252,Fundamental Theorem of Calc (FToC): Definite integrals Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,https://youtu.be/ZTqEj1NyGPw,0.75
MTH-252-ftoc-setup-and-solve-links-to-an-external-site,2080857,MTH-252,FToC: Setup and solve Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,https://youtu.be/YE9jpfxEFYk,0.75
MTH-252-ftoc-example-links-to-an-external-site,2080857,MTH-252,FToC: Example Links to an external site.,exam,required_ungraded_blocker,yes,no,,,modules,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,https://youtu.be/gJtkTRjqM6I,0.75
MTH-252-ftoc-polynomial-example-links-to-an-external-site,2080857,MTH-252,FToC: Polynomial example Links to an external site.,exam,required_ungraded_blocker,yes,no,,,modules,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,https://youtu.be/X5ke8bUiiQM,0.75
MTH-252-ftoc-trig-example-links-to-an-external-site,2080857,MTH-252,FToC: Trig example Links to an external site.,exam,required_ungraded_blocker,yes,no,,,modules,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,https://youtu.be/GwOhAkU-A0M,0.75
MTH-252-ftoc-example-using-area-links-to-an-external-site,2080857,MTH-252,FToC: Example using area Links to an external site.,exam,required_ungraded_blocker,yes,no,,,modules,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,https://youtu.be/zdWBJTOfdiM,0.75
MTH-252-the-antiderivative-1-links-to-an-external-site,2080857,MTH-252,The antiderivative 1 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,https://youtu.be/US8p_qO4Or8,0.75
MTH-252-the-antiderivative-2-links-to-an-external-site,2080857,MTH-252,The antiderivative 2 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,https://youtu.be/0s4_ojV_HNY,0.75
MTH-252-the-antiderivative-trig-links-to-an-external-site,2080857,MTH-252,The antiderivative (trig) Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,https://youtu.be/7TPVm_DwsYE,0.75
MTH-252-find-antiderivative-2-links-to-an-external-site,2080857,MTH-252,Find antiderivative 2 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,https://youtu.be/-_FJ1V5_Fcc,0.75
MTH-252-find-antiderivative-3-links-to-an-external-site,2080857,MTH-252,Find antiderivative 3 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,https://youtu.be/KM61G41NKGY,0.75
MTH-252-average-value-of-a-function-links-to-an-external-site,2080857,MTH-252,Average value of a function Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.3 - Continued: Working with Integrals,https://youtu.be/2ikYbP6DpzE,0.75
MTH-252-average-value-find-c-value-s-alta-specific-links-to-an-external-site,2080857,MTH-252,Average Value: Find C Value(s) (Alta Specific) Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.3 - Continued: Working with Integrals,https://youtu.be/20XiiJFlgd0,0.75
MTH-252-average-value-of-f-continued-links-to-an-external-site,2080857,MTH-252,Average value of f continued Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.3 - Continued: Working with Integrals,https://youtu.be/3BxBjhsoF6o,0.75
MTH-252-average-temperature-links-to-an-external-site,2080857,MTH-252,Average temperature Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.3 - Continued: Working with Integrals,https://youtu.be/ba7HOTlDBec,0.75
MTH-252-application-average-value-of-investment-links-to-an-external-site,2080857,MTH-252,Application: Average value of investment Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.3 - Continued: Working with Integrals,https://youtu.be/80fxxec6ihM,0.75
MTH-252-intro-net-change-theorem-links-to-an-external-site,2080857,MTH-252,Intro: Net change theorem Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.4 Integration Formulas and Net Change,https://youtu.be/EivFp4mscX4,0.75
MTH-252-net-change-in-population-links-to-an-external-site,2080857,MTH-252,Net change in population Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.4 Integration Formulas and Net Change,https://youtu.be/jX2MPRxtTwE,0.75
MTH-252-net-displacement-at-time-t-alta-specific-links-to-an-external-site,2080857,MTH-252,Net Displacement at Time t (Alta Specific) Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.4 Integration Formulas and Net Change,https://youtu.be/HLYafwRnYyk,0.75
MTH-252-area-under-the-curve-interpretation-velocity-links-to-an-external-site,2080857,MTH-252,"Area under the curve: Interpretation, velocity Links to an external site.",external,required_ungraded_blocker,yes,no,,,modules,1.4 Integration Formulas and Net Change,https://youtu.be/Z_OHgubPJKA,0.75
MTH-252-velocity-example-1-links-to-an-external-site,2080857,MTH-252,Velocity example 1 Links to an external site.,exam,required_ungraded_blocker,yes,no,,,modules,1.4 Integration Formulas and Net Change,https://youtu.be/VS2CEu6qbUg,0.75
MTH-252-future-value-links-to-an-external-site,2080857,MTH-252,Future value Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.4 Integration Formulas and Net Change,https://youtu.be/rlyoHQn8eSY,0.75
MTH-252-integration-odd-even-functions-links-to-an-external-site,2080857,MTH-252,Integration: Odd/Even functions Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.4 Integration Formulas and Net Change,https://youtu.be/gxcZ80pWOx0,0.75
MTH-252-integration-odd-even-function-continued-links-to-an-external-site,2080857,MTH-252,Integration: Odd/Even function continued Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.4 Integration Formulas and Net Change,https://youtu.be/MKM_E81rFII,0.75
MTH-252-intro-substitution-links-to-an-external-site,2080857,MTH-252,Intro. Substitution Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.5 Substitution (u-sub),https://youtu.be/568hUU4beuk,0.75
MTH-252-intro-substitution-continued-links-to-an-external-site,2080857,MTH-252,Intro. Substitution continued Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.5 Substitution (u-sub),https://youtu.be/3MbdmYeYB_I,0.75
MTH-252-substitution-with-definite-integrals-links-to-an-external-site,2080857,MTH-252,Substitution with definite integrals Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.5 Substitution (u-sub),https://youtu.be/emRDaSYCLMs,0.75
MTH-252-substitution-example-rational-function-links-to-an-external-site,2080857,MTH-252,Substitution example: Rational function Links to an external site.,exam,required_ungraded_blocker,yes,no,,,modules,1.5 Substitution (u-sub),https://youtu.be/hauyUjzRTos,0.75
MTH-252-substitution-example-exponential-links-to-an-external-site,2080857,MTH-252,Substitution example: Exponential Links to an external site.,exam,required_ungraded_blocker,yes,no,,,modules,1.5 Substitution (u-sub),https://youtu.be/YvrmGNyHs90,0.75
MTH-252-substitution-example-trig-links-to-an-external-site,2080857,MTH-252,Substitution example: Trig Links to an external site.,exam,required_ungraded_blocker,yes,no,,,modules,1.5 Substitution (u-sub),https://youtu.be/YvrmGNyHs90,0.75
MTH-252-substitution-inverse-trig-example-1-links-to-an-external-site,2080857,MTH-252,Substitution: Inverse trig example 1 Links to an external site.,exam,required_ungraded_blocker,yes,no,,,modules,1.5 Substitution (u-sub),https://youtu.be/J6MvP8SYVfo,0.75
MTH-252-substitution-inverse-trig-example-2-links-to-an-external-site,2080857,MTH-252,Substitution: Inverse trig example 2 Links to an external site.,exam,required_ungraded_blocker,yes,no,,,modules,1.5 Substitution (u-sub),https://youtu.be/ypoOeSJjp4k,0.75
MTH-252-substitution-example-logarithms-links-to-an-external-site,2080857,MTH-252,Substitution example: Logarithms Links to an external site.,exam,required_ungraded_blocker,yes,no,,,modules,1.5 Substitution (u-sub),https://youtu.be/FJHHQdQEecE,0.75
MTH-252-substitution-example-rational-function-with-logs-links-to-an-external-site,2080857,MTH-252,Substitution example: Rational function with logs Links to an external site.,exam,required_ungraded_blocker,yes,no,,,modules,1.5 Substitution (u-sub),https://youtu.be/VY5r1-9apdc,0.75
MTH-252-substitution-example-composed-exponential-with-trig-links-to-an-external-site,2080857,MTH-252,Substitution example: Composed exponential with trig Links to an external site.,exam,required_ungraded_blocker,yes,no,,,modules,1.5 Substitution (u-sub),https://youtu.be/zherIhRjLtM,0.75
MTH-252-substitution-with-indefinite-integral-links-to-an-external-site,2080857,MTH-252,Substitution with indefinite integral Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.5 Substitution (u-sub),https://youtu.be/GQC0YcyEzto,0.75
MTH-252-example-problems-exponentials-links-to-an-external-site,2080857,MTH-252,Example problems: Exponentials Links to an external site.,exam,required_ungraded_blocker,yes,no,,,modules,1.6 Exponentials and Logarithms,https://youtu.be/D9dqdbCgJQM,0.75
MTH-252-integrating-exponentials-example-2-links-to-an-external-site,2080857,MTH-252,Integrating exponentials: example 2 Links to an external site.,exam,required_ungraded_blocker,yes,no,,,modules,1.6 Exponentials and Logarithms,https://youtu.be/DffQa5SyMSE,0.75
MTH-252-integrating-exponentials-example-3-links-to-an-external-site,2080857,MTH-252,Integrating exponentials: Example 3 Links to an external site.,exam,required_ungraded_blocker,yes,no,,,modules,1.6 Exponentials and Logarithms,https://youtu.be/BNSonfQqHA4,0.75
MTH-252-integrating-natural-log-alta-specific-links-to-an-external-site,2080857,MTH-252,Integrating Natural Log (Alta Specific) Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,1.6 Exponentials and Logarithms,https://youtu.be/ZL3rzP04cGQ,0.75
MTH-252-intro-integration-by-parts-links-to-an-external-site,2080857,MTH-252,Intro. Integration by Parts Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,3.1 Integration by Parts,https://youtu.be/xmFK_mG120k,0.75
MTH-252-intro-integration-by-parts-definite-integral-links-to-an-external-site,2080857,MTH-252,Intro. Integration by Parts: Definite integral Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,3.1 Integration by Parts,https://youtu.be/aA15lSLSxgE,0.75
MTH-252-intro-indefinite-integral-continued-links-to-an-external-site,2080857,MTH-252,Intro. indefinite integral continued Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,3.1 Integration by Parts,https://youtu.be/tP34NbvFbW4,0.75
MTH-252-intro-integration-by-parts-example-1-links-to-an-external-site,2080857,MTH-252,Intro. Integration by Parts example 1 Links to an external site.,exam,required_ungraded_blocker,yes,no,,,modules,3.1 Integration by Parts,https://youtu.be/815s-YB9X44,0.75
MTH-252-indefinite-integral-example-2-links-to-an-external-site,2080857,MTH-252,Indefinite integral: Example 2 Links to an external site.,exam,required_ungraded_blocker,yes,no,,,modules,3.1 Integration by Parts,https://youtu.be/sW7tMxXTM0A,0.75
MTH-252-indefinite-integral-example-3-links-to-an-external-site,2080857,MTH-252,Indefinite integral: Example 3 Links to an external site.,exam,required_ungraded_blocker,yes,no,,,modules,3.1 Integration by Parts,https://youtu.be/7YWWtQqcXBc,0.75
MTH-252-indefinite-integral-example-4-exponential-links-to-an-external-site,2080857,MTH-252,"Indefinite integral: Example 4, exponential Links to an external site.",exam,required_ungraded_blocker,yes,no,,,modules,3.1 Integration by Parts,https://youtu.be/7YWWtQqcXBc,0.75
MTH-252-indefinite-integral-log-links-to-an-external-site,2080857,MTH-252,Indefinite integral: log Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,3.1 Integration by Parts,https://youtu.be/uieKq2dCWRY,0.75
MTH-252-indefinite-integral-trig-times-linear-links-to-an-external-site,2080857,MTH-252,Indefinite integral: Trig times linear Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,3.1 Integration by Parts,https://youtu.be/uuzC16awVIo,0.75
MTH-252-indefinite-integral-exponential-ibp-twice,2080857,MTH-252,"Indefinite integral: Exponential, IBP twice",external,required_ungraded_blocker,yes,no,,,modules,3.1 Integration by Parts,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982730,0.75
MTH-252-indefinite-integral-exponential-and-trig-ibp-twice-and-solve-links-to-an-externa,2080857,MTH-252,"Indefinite integral: Exponential and trig, IBP twice and solve Links to an external site.",external,required_ungraded_blocker,yes,no,,,modules,3.1 Integration by Parts,https://youtu.be/xuwt8YzF8To,0.75
MTH-252-intro-trigonometric-integrals-with-an-odd-power-links-to-an-external-site,2080857,MTH-252,Intro. Trigonometric integrals with an ODD power Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,3.2 Trigonometric Integrals,https://youtu.be/Sv-bSbAQeXc,0.75
MTH-252-trig-integrals-example-2-with-odd-power-links-to-an-external-site,2080857,MTH-252,Trig Integrals: Example 2 with ODD power Links to an external site.,exam,required_ungraded_blocker,yes,no,,,modules,3.2 Trigonometric Integrals,https://youtu.be/vPnuigP8I6I,0.75
MTH-252-trig-integrals-example-3-with-odd-power-links-to-an-external-site,2080857,MTH-252,Trig Integrals: Example 3 with ODD power Links to an external site.,exam,required_ungraded_blocker,yes,no,,,modules,3.2 Trigonometric Integrals,https://youtu.be/RIwKmPRtWFM,0.75
MTH-252-trig-integral-involving-secant-links-to-an-external-site,2080857,MTH-252,Trig integral involving secant Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,3.2 Trigonometric Integrals,https://youtu.be/laBBImqdyqk,0.75
MTH-252-trig-integrals-odd-power-of-tangent-links-to-an-external-site,2080857,MTH-252,Trig Integrals: ODD power of tangent Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,3.2 Trigonometric Integrals,https://youtu.be/RJ2rD54H_cA,0.75
MTH-252-trig-integrals-power-reducing-example-1-links-to-an-external-site,2080857,MTH-252,Trig Integrals: Power reducing example 1 Links to an external site.,exam,required_ungraded_blocker,yes,no,,,modules,3.2 Trigonometric Integrals,https://youtu.be/heHZz041JSI,0.75
MTH-252-trig-integrals-all-even-exponents-links-to-an-external-site,2080857,MTH-252,Trig Integrals: All EVEN exponents Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,3.2 Trigonometric Integrals,https://youtu.be/rpbr2nH7lNY,0.75
MTH-252-intro-trig-substitution-1-links-to-an-external-site,2080857,MTH-252,Intro. Trig substitution 1 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,3.3 Trigonometric Substitution,https://youtu.be/yS7Mgsvwdkw,0.75
MTH-252-intro-trigonometric-substitution-continued-links-to-an-external-site,2080857,MTH-252,Intro. Trigonometric Substitution continued Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,3.3 Trigonometric Substitution,https://youtu.be/cyi-qyG1Yds,0.75
