investigation_id,course_id,course_code,issue_type,page_id,captured_title,url,canvas_object_type,canvas_object_id,parent_object_type,parent_object_id,matched_object_ids,matched_object_titles,parent_object_ids,parent_object_titles,task_ids,task_titles,due_texts,available_texts,module_item_ids,module_titles,source_page_ids,source_page_titles,source_link_texts,live_status,live_text_sample,investigation_status,likely_reason,needs_live_retry,confidence,recommended_action,resolution_status,resolution_reason,final_action
access-0026,2053526,PHY-212,unauthorized,00619-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/assignments/10556957,assignment,10556957,,,obj-phy-212-assignment-10556957,Unauthorized,,,task-00367-phy-212-blocked-or-broken-unauthorized,Unauthorized,,,,,00320-phy-212-module-item-module-5-waves-required-activities-general-physics-with-calculus-ph-212-400-u2026|00619-phy-212-linked-detail-unauthorized,Module 5 | Waves | Required Activities: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|M5-6asy|Skip To Content,access_denied,Access Denied You don't have access to view this resource.,student_facing_blocked_item,"The blocked URL matches a task/module row, so it may affect coursework.",yes,high,"Retry live and inspect whether Canvas shows a lock date, prerequisite, or true access denial.",linked_item_still_access_denied,"The link is present on a course content page, but live Canvas still shows generic Access Denied.",Keep as a real linked blocker; retry later or find the equivalent assignment/grade surface row.
access-0027,2053526,PHY-212,unauthorized,00620-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/assignments/10556980,assignment,10556980,,,obj-phy-212-assignment-10556980,Unauthorized,,,task-00368-phy-212-blocked-or-broken-unauthorized,Unauthorized,,,,,00320-phy-212-module-item-module-5-waves-required-activities-general-physics-with-calculus-ph-212-400-u2026|00620-phy-212-linked-detail-unauthorized,Module 5 | Waves | Required Activities: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|M5-7asy|Skip To Content,access_denied,Access Denied You don't have access to view this resource.,student_facing_blocked_item,"The blocked URL matches a task/module row, so it may affect coursework.",yes,high,"Retry live and inspect whether Canvas shows a lock date, prerequisite, or true access denial.",linked_item_still_access_denied,"The link is present on a course content page, but live Canvas still shows generic Access Denied.",Keep as a real linked blocker; retry later or find the equivalent assignment/grade surface row.
access-0028,2053526,PHY-212,unauthorized,00640-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160489/questions/59026233,quiz_question,59026233,quiz,3160489,,,obj-phy-212-quiz-3160489,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00425-phy-212-blocked-or-broken-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00513-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00636-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00637-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-1-rotational-motion|00638-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-1-rotational-motion|00639-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00640-phy-212-linked-detail-unauthorized,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Jacob Peterson's Quiz History: Hw 1 - Rotational Motion|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0029,2053526,PHY-212,unauthorized,00641-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160489/questions/59026234,quiz_question,59026234,quiz,3160489,,,obj-phy-212-quiz-3160489,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00425-phy-212-blocked-or-broken-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00513-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00636-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00637-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-1-rotational-motion|00638-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-1-rotational-motion|00639-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00641-phy-212-linked-detail-unauthorized,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Jacob Peterson's Quiz History: Hw 1 - Rotational Motion|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0030,2053526,PHY-212,unauthorized,00642-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160489/questions/59026235,quiz_question,59026235,quiz,3160489,,,obj-phy-212-quiz-3160489,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00425-phy-212-blocked-or-broken-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00513-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00636-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00637-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-1-rotational-motion|00638-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-1-rotational-motion|00639-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00642-phy-212-linked-detail-unauthorized,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Jacob Peterson's Quiz History: Hw 1 - Rotational Motion|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0031,2053526,PHY-212,unauthorized,00643-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160489/questions/59026236,quiz_question,59026236,quiz,3160489,,,obj-phy-212-quiz-3160489,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00425-phy-212-blocked-or-broken-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00513-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00636-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00637-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-1-rotational-motion|00638-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-1-rotational-motion|00639-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00643-phy-212-linked-detail-unauthorized,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Jacob Peterson's Quiz History: Hw 1 - Rotational Motion|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0032,2053526,PHY-212,unauthorized,00644-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160489/questions/59026237,quiz_question,59026237,quiz,3160489,,,obj-phy-212-quiz-3160489,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00425-phy-212-blocked-or-broken-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00513-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00636-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00637-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-1-rotational-motion|00638-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-1-rotational-motion|00639-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00644-phy-212-linked-detail-unauthorized,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Jacob Peterson's Quiz History: Hw 1 - Rotational Motion|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0033,2053526,PHY-212,unauthorized,00645-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160489/questions/59026238,quiz_question,59026238,quiz,3160489,,,obj-phy-212-quiz-3160489,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00425-phy-212-blocked-or-broken-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00513-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00636-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00637-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-1-rotational-motion|00638-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-1-rotational-motion|00639-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00645-phy-212-linked-detail-unauthorized,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Jacob Peterson's Quiz History: Hw 1 - Rotational Motion|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0034,2053526,PHY-212,unauthorized,00646-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160489/questions/59026239,quiz_question,59026239,quiz,3160489,,,obj-phy-212-quiz-3160489,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00425-phy-212-blocked-or-broken-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00513-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00636-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00637-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-1-rotational-motion|00638-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-1-rotational-motion|00639-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00646-phy-212-linked-detail-unauthorized,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Jacob Peterson's Quiz History: Hw 1 - Rotational Motion|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0035,2053526,PHY-212,unauthorized,00647-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160489/questions/59026240,quiz_question,59026240,quiz,3160489,,,obj-phy-212-quiz-3160489,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00425-phy-212-blocked-or-broken-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00513-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00636-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00637-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-1-rotational-motion|00638-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-1-rotational-motion|00639-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00647-phy-212-linked-detail-unauthorized,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Jacob Peterson's Quiz History: Hw 1 - Rotational Motion|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
